,text,category,entity_type,entity_value,start_offset,end_offset,tags
317,wanna edit purchase 370795561790,change_order,order_id,370795561790,20.0,32.0,BLQ
318,how to change a product of order 00004587345?,change_order,order_id,00004587345,33.0,44.0,BIL
319,can iswap an article of order 00004587345,change_order,order_id,00004587345,30.0,41.0,BILQZ
320,assistance swapping a product of order 370795561790,change_order,order_id,370795561790,39.0,51.0,BL
321,delete something from purchase 370795561790,change_order,order_id,370795561790,31.0,43.0,BL
322,remove something from order 732201349959,change_order,order_id,732201349959,28.0,40.0,BK
323,is it possible to switch some articles of order 00123842?,change_order,order_id,00123842,48.0,56.0,BILM
324,change order 732201349959,change_order,order_id,732201349959,13.0,25.0,BK
325,add something to order,change_order,,,,,BK
326,change order,change_order,,,,,BK
327,remove item from order,change_order,,,,,BK
328,wanna delete several items  from purchase 00123842 help me,change_order,order_id,00123842,42.0,50.0,BCLMQZ
329,change some articles of purchase 113542617735902,change_order,order_id,113542617735902,33.0,48.0,BLM
330,i try to swap a product of purchazse 00004587345,change_order,order_id,00004587345,37.0,48.0,BLQZ
331,remove item from order 00004587345,change_order,order_id,00004587345,23.0,34.0,BK
332,I am trying to add some items to purchase 00123842,change_order,order_id,00123842,42.0,50.0,BLM
333,want help swapping several articles of order 113542617735902,change_order,order_id,113542617735902,45.0,60.0,BLMQ
334,I missed a product in order 370795561790,change_order,order_id,370795561790,28.0,40.0,BL
335,can Iswap several items of order 732201349959?,change_order,order_id,732201349959,33.0,45.0,BILMZ
336,change purchase 00123842,change_order,order_id,00123842,16.0,24.0,BKL
337,edit order 00123842,change_order,order_id,00123842,11.0,19.0,BKL
338,remove something from order 370795561790,change_order,order_id,370795561790,28.0,40.0,BK
339,I need assistance with editing order 113542617735902,change_order,order_id,113542617735902,37.0,52.0,BL
340,how to swap an item of order 732201349959?,change_order,order_id,732201349959,29.0,41.0,BIL
341,help to remove an item from order113542617735902,change_order,order_id,113542617735902,33.0,48.0,BZ
342,help me correct purchase 113542617735902,change_order,order_id,113542617735902,25.0,40.0,BL
343,I cannot add an item to order 00004587345,change_order,order_id,00004587345,30.0,41.0,BEN
344,how could I remove some items from order 113542617735902?,change_order,order_id,113542617735902,41.0,56.0,BIMP
345,need to remove some items from order 370795561790,change_order,order_id,370795561790,37.0,49.0,BMQ
346,I need to change purchase 370795561790,change_order,order_id,370795561790,26.0,38.0,BL
347,assistance to add some items to purchase 113542617735902,change_order,order_id,113542617735902,41.0,56.0,BLM
348,assistance updating purchase 00123842,change_order,order_id,00123842,29.0,37.0,BL
349,edit purchase 370795561790,change_order,order_id,370795561790,14.0,26.0,BKL
350,i have to edit purchase 732201349959 i need help,change_order,order_id,732201349959,24.0,36.0,BCLQ
351,i cannot delete a product from purchase 00123842,change_order,order_id,00123842,40.0,48.0,BELNQ
352,"I want to edit order 732201349959, help me",change_order,order_id,732201349959,21.0,33.0,BCL
353,can I change purchase 370795561790?,change_order,order_id,370795561790,22.0,34.0,BIL
354,I cannot add some items to purchase 370795561790,change_order,order_id,370795561790,36.0,48.0,BELMN
355,can you help me to add something to purchase 370795561790?,change_order,order_id,370795561790,45.0,57.0,BIL
356,I want help to edit order 00123842,change_order,order_id,00123842,26.0,34.0,BL
357,I have got to switch several items of order 00004587345,change_order,order_id,00004587345,44.0,55.0,BLM
358,add a goddamn item to purchase 732201349959,change_order,order_id,732201349959,31.0,43.0,BLW
359,I wantassistance swapping an item of order 113542617735902,change_order,order_id,113542617735902,43.0,58.0,BLZ
360,modify purchase 113542617735902,change_order,order_id,113542617735902,16.0,31.0,BKL
361,editing order 732201349959,change_order,order_id,732201349959,14.0,26.0,BL
362,I try to switch an article of order 370795561790,change_order,order_id,370795561790,36.0,48.0,BL
363,I am trying to add several products to order 00004587345,change_order,order_id,00004587345,45.0,56.0,BLM
364,change purchase 113542617735902,change_order,order_id,113542617735902,16.0,31.0,BKL
365,i cannot edit order 732201349959,change_order,order_id,732201349959,20.0,32.0,BELNQ
366,I cannot switch some products of purchase 00004587345,change_order,order_id,00004587345,42.0,53.0,BELMN
367,need to add something to purchase 00004587345,change_order,order_id,00004587345,34.0,45.0,BLQ
368,add item to order 370795561790,change_order,order_id,370795561790,18.0,30.0,BK
369,how to switch some items of order 732201349959?,change_order,order_id,732201349959,34.0,46.0,BILM
370,"I want to correct purchase 732201349959, how do I do it?",change_order,order_id,732201349959,27.0,39.0,BCIL
371,I want to delete a goddamn item from order 732201349959,change_order,order_id,732201349959,43.0,55.0,BLW
372,change an aeticle of purchase 113542617735902,change_order,order_id,113542617735902,30.0,45.0,BLZ
373,want help to add several items to order 00123842,change_order,order_id,00123842,40.0,48.0,BMQ
374,help me to switch some items of order 113542617735902,change_order,order_id,113542617735902,38.0,53.0,BLM
375,wanna switch an item of order 113542617735902 ohw to do it,change_order,order_id,113542617735902,30.0,45.0,BCILQZ
376,changing order 00004587345,change_order,order_id,00004587345,15.0,26.0,B
377,removing something from order 732201349959,change_order,order_id,732201349959,30.0,42.0,B
378,switch some products of order 00123842,change_order,order_id,00123842,30.0,38.0,BLM
379,I want to change several products of order 00004587345,change_order,order_id,00004587345,43.0,54.0,BLM
380,i needassistance with adding an item to order 732201349959,change_order,order_id,732201349959,46.0,58.0,BQZ
381,can I edit order 370795561790?,change_order,order_id,370795561790,17.0,29.0,BIL
382,i want help removing a product from order 00004587345,change_order,order_id,00004587345,42.0,53.0,BLQ
383,I want help adding an article to order 00004587345,change_order,order_id,00004587345,39.0,50.0,BL
384,modify purchase 370795561790,change_order,order_id,370795561790,16.0,28.0,BL
385,i cant switch something of purchase 00123842,change_order,order_id,00123842,36.0,44.0,BLNQ
386,need to add somehting to purchase 00004587345,change_order,order_id,00004587345,34.0,45.0,BLQZ
387,how do I add several items to order 732201349959 ?,change_order,order_id,732201349959,36.0,48.0,BIMZ
388,help me modify order 370795561790,change_order,order_id,370795561790,21.0,33.0,BL
389,edit purchase 00123842,change_order,order_id,00123842,14.0,22.0,BL
390,i want information about modifying purchase 732201349959,change_order,order_id,732201349959,44.0,56.0,BLQ
391,how cvan i switch a product of purchase 00004587345,change_order,order_id,00004587345,40.0,51.0,BILQZ
392,i cant switch a product of order 370795561790,change_order,order_id,370795561790,33.0,45.0,BLNQ
393,i want hlp to swap a goddamn product of purchase 00004587345,change_order,order_id,00004587345,49.0,60.0,BLQWZ
394,"I missed some items in purchase 00123842, can I add them?",change_order,order_id,00123842,32.0,40.0,BCILM
395,can i add some articles to order 00004587345,change_order,order_id,00004587345,33.0,44.0,BILMQ
396,modify order 00123842,change_order,order_id,00123842,13.0,21.0,BL
397,assistance swapping some products of purchase 370795561790,change_order,order_id,370795561790,46.0,58.0,BLM
398,help to switch some items of purchase 00123842,change_order,order_id,00123842,38.0,46.0,BLM
399,i have to delete a product from purchase 732201349959,change_order,order_id,732201349959,41.0,53.0,BLQ
400,needd help switching several items of order 00004587345,change_order,order_id,00004587345,44.0,55.0,BLMQZ
401,i need help modifyingg purchase 00123842,change_order,order_id,00123842,32.0,40.0,BLQZ
402,i dont know how to delete something from order 370795561790,change_order,order_id,370795561790,47.0,59.0,BLQ
403,want help to ad some items to order 370795561790,change_order,order_id,370795561790,36.0,48.0,BMQZ
404,I can't switch some products of purchase 00004587345,change_order,order_id,00004587345,41.0,52.0,BLMN
405,i cant chnge a product of purchase 370795561790,change_order,order_id,370795561790,35.0,47.0,BLNQZ
406,switch several items of order 732201349959,change_order,order_id,732201349959,30.0,42.0,BLM
407,remove something from order 00004587345,change_order,order_id,00004587345,28.0,39.0,BK
408,is it possible to swap some articles of purchase 00123842,change_order,order_id,00123842,49.0,57.0,BILMQ
409,wanna change a product of purchase 00123842 can uhelp me,change_order,order_id,00123842,35.0,43.0,BCILQ
410,I need help with swaping an article of order 00004587345,change_order,order_id,00004587345,45.0,56.0,BLZ
411,i need help to change purchase 113542617735902,change_order,order_id,113542617735902,31.0,46.0,BLQ
412,i missed an item in purchase 00123842 i need help adding it,change_order,order_id,00123842,29.0,37.0,BCLQ
413,add item to order 00004587345,change_order,order_id,00004587345,18.0,29.0,BK
414,remove some products from purchase 113542617735902,change_order,order_id,113542617735902,35.0,50.0,BLM
415,"I have to swap an item of order 370795561790, I need help",change_order,order_id,370795561790,32.0,44.0,BCL
416,help editing order 00004587345,change_order,order_id,00004587345,19.0,30.0,BL
417,i have to add an item to purchase 370795561790,change_order,order_id,370795561790,34.0,46.0,BLQ
418,I have to add a product to order 370795561790,change_order,order_id,370795561790,33.0,45.0,BL
419,i want ehlp to change some articles of purchase 732201349959,change_order,order_id,732201349959,48.0,60.0,BLMQZ
420,problem with modifying order 00004587345,change_order,order_id,00004587345,29.0,40.0,BL
421,can you help me change some items of purchase 00123842?,change_order,order_id,00123842,46.0,54.0,BILM
422,how to add an article to purchase 732201349959,change_order,order_id,732201349959,34.0,46.0,BILQ
423,want assistance to change an bloody order i have made,change_order,,,,,BQWZ
424,I need to change several products of purchase 00004587345,change_order,order_id,00004587345,46.0,57.0,BLM
425,I am trying to change an item of purchaes 370795561790,change_order,order_id,370795561790,42.0,54.0,BLZ
426,add something to order 00004587345,change_order,order_id,00004587345,23.0,34.0,BK
427,need to delete something from  order 113542617735902,change_order,order_id,113542617735902,37.0,52.0,BLQZ
428,how to change some products of ofder 00004587345,change_order,order_id,00004587345,37.0,48.0,BILMQZ
429,I try to edit purchase 113542617735902,change_order,order_id,113542617735902,23.0,38.0,BL
430,wanna change some items of order 732201349959 how do i do it,change_order,order_id,732201349959,33.0,45.0,BCIMQ
431,update order 113542617735902,change_order,order_id,113542617735902,13.0,28.0,BKL
432,add item to order 732201349959,change_order,order_id,732201349959,18.0,30.0,BK
433,I wasnt assistance deleting some items from order 00123842,change_order,order_id,00123842,50.0,58.0,BLMZ
434,remove item from order 113542617735902,change_order,order_id,113542617735902,23.0,38.0,BK
435,i have got to swap several articles of purchase 370795561790,change_order,order_id,370795561790,48.0,60.0,BLMQ
436,wanna change some products of order 113542617735902,change_order,order_id,113542617735902,36.0,51.0,BLMQ
437,need to remove several items from purchase 370795561790,change_order,order_id,370795561790,43.0,55.0,BLMQ
438,how to add a product to purchase 113542617735902,change_order,order_id,113542617735902,33.0,48.0,BILQ
439,I want help to add something to purchase 113542617735902,change_order,order_id,113542617735902,41.0,56.0,BL
440,how do i swap some items of purchase 00123842,change_order,order_id,00123842,37.0,45.0,BILMQ
441,how to change order 113542617735902?,change_order,order_id,113542617735902,20.0,35.0,BI
442,i do not know how to swap an item of order 732201349959,change_order,order_id,732201349959,43.0,55.0,BELQ
443,need assistance to remove a product from roder 00123842,change_order,order_id,00123842,47.0,55.0,BLQZ
444,I need help to change order 00123842,change_order,order_id,00123842,28.0,36.0,B
445,edit order 370795561790,change_order,order_id,370795561790,11.0,23.0,BL
446,help me to add something to purchase 732201349959,change_order,order_id,732201349959,37.0,49.0,BL
447,want help to add an article to order 732201349959,change_order,order_id,732201349959,37.0,49.0,BLQ
448,what do i have to do to add sometthing to order 00004587345,change_order,order_id,00004587345,48.0,59.0,BIQZ
449,I have to add an article to order 00004587345,change_order,order_id,00004587345,34.0,45.0,BL
450,"I made a mistake, help correcting order 00004587345",change_order,order_id,00004587345,40.0,51.0,BCL
451,I cannot change something of purchase 732201349959,change_order,order_id,732201349959,38.0,50.0,BELN
452,edit order 732201349959,change_order,order_id,732201349959,11.0,23.0,BKL
453,"I have got to edit order 370795561790, can you help me?",change_order,order_id,370795561790,25.0,37.0,BCIL
454,I cannot update order 113542617735902,change_order,order_id,113542617735902,22.0,37.0,BELN
455,modify purchase 00123842,change_order,order_id,00123842,16.0,24.0,BL
456,i need help to switch some products of order 732201349959,change_order,order_id,732201349959,45.0,57.0,BLMQ
457,wanna change some articles of order 732201349959 help me,change_order,order_id,732201349959,36.0,48.0,BCLMQ
458,I cannot swap a damn product of purchase 370795561790,change_order,order_id,370795561790,41.0,53.0,BELNW
459,I try to change a product of order 732201349959,change_order,order_id,732201349959,35.0,47.0,BL
460,I have got to modify purchase 113542617735902,change_order,order_id,113542617735902,30.0,45.0,BL
461,could i deete several damn articles from order 00004587345,change_order,order_id,00004587345,47.0,58.0,BILMPQWZ
462,want help to swap several items of order 00004587345,change_order,order_id,00004587345,41.0,52.0,BLMQ
